CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,a,11/28/2016 21:30:00,1.0,1628794317362,1628794317362
1,d,11/28/2016 21:31:00,1.0,1628794317378,1628794317378
2,a,11/28/2016 21:31:00,1.0,1628794317394,1628794317394
3,a,11/28/2016 21:32:00,1.0,1628794317409,1628794317409
4,a,11/28/2016 21:32:00,1.0,1628794317456,1628794317456
5,a,11/28/2016 21:32:00,1.0,1628794317472,1628794317472
3,d,11/28/2016 21:33:00,0.3333333333333333,1628794317488,1628794317488
4,d,11/28/2016 21:33:00,0.3333333333333333,1628794317488,1628794317488
5,d,11/28/2016 21:33:00,0.3333333333333333,1628794317488,1628794317488
2,d,11/28/2016 21:32:00,1.0,1628794317488,1628794317488
1,b,11/28/2016 21:32:00,1.0,1628794317488,1628794317488
6,a,11/28/2016 21:33:00,1.0,1628794317577,1628794317577
3,d,11/28/2016 21:33:00,0.3333333333333333,1628794317593,1628794317593
4,d,11/28/2016 21:33:00,0.3333333333333333,1628794317593,1628794317593
5,d,11/28/2016 21:33:00,0.3333333333333333,1628794317593,1628794317593
3,b,11/28/2016 21:34:00,0.3333333333333333,1628794317593,1628794317593
4,b,11/28/2016 21:34:00,0.3333333333333333,1628794317593,1628794317593
5,b,11/28/2016 21:34:00,0.3333333333333333,1628794317593,1628794317593
2,b,11/28/2016 21:33:00,1.0,1628794317593,1628794317593
1,e,11/28/2016 21:33:00,1.0,1628794317593,1628794317593
6,d,11/28/2016 21:34:00,0.5,1628794317674,1628794317674
1,d,11/28/2016 21:34:00,0.5,1628794317674,1628794317674
3,b,11/28/2016 21:34:00,0.3333333333333333,1628794317674,1628794317674
4,b,11/28/2016 21:34:00,0.3333333333333333,1628794317674,1628794317674
5,b,11/28/2016 21:34:00,0.3333333333333333,1628794317674,1628794317674
3,e,11/28/2016 21:35:00,0.3333333333333333,1628794317674,1628794317674
4,e,11/28/2016 21:35:00,0.3333333333333333,1628794317674,1628794317674
5,e,11/28/2016 21:35:00,0.3333333333333333,1628794317674,1628794317674
7,a,11/28/2016 21:35:00,1.0,1628794317705,1628794317705
8,a,11/28/2016 21:35:00,1.0,1628794317736,1628794317736
9,a,11/28/2016 21:36:00,1.0,1628794317799,1628794317799
6,b,11/28/2016 21:35:00,0.5,1628794317799,1628794317799
1,b,11/28/2016 21:35:00,0.5,1628794317799,1628794317799
2,c,11/28/2016 21:35:00,1.0,1628794317799,1628794317799
3,e,11/28/2016 21:35:00,0.3333333333333333,1628794317799,1628794317799
4,e,11/28/2016 21:35:00,0.3333333333333333,1628794317799,1628794317799
