CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,accepted,11/07/2006 11:00:36,1.0,1627773244175,1627773244175
2,accepted,11/07/2006 02:05:44,1.0,1627773244191,1627773244191
3,accepted,03/20/2007 10:06:25,1.0,1627773244207,1627773244207
4,accepted,05/10/2007 04:21:54,1.0,1627773244223,1627773244223
5,accepted,07/25/2007 02:21:05,1.0,1627773244239,1627773244239
6,accepted,05/07/2008 06:58:51,1.0,1627773244255,1627773244255
7,accepted,06/04/2008 12:02:18,1.0,1627773244268,1627773244268
8,accepted,10/06/2008 04:44:37,1.0,1627773244284,1627773244284
9,accepted,11/13/2008 10:43:32,1.0,1627773244300,1627773244300
10,accepted,11/13/2008 12:01:04,1.0,1627773244317,1627773244317
9,accepted,11/13/2008 12:01:04,1.0,1627773244317,1627773244337
11,accepted,06/25/2009 09:47:52,1.0,1627773244348,1627773244348
12,accepted,08/11/2009 08:44:51,1.0,1627773244364,1627773244364
12,queued,08/11/2009 08:55:12,1.0,1627773244380,1627773244392
13,accepted,08/11/2009 12:01:25,1.0,1627773244415,1627773244415
12,accepted,08/11/2009 12:01:25,1.0,1627773244415,1627773244415
14,accepted,09/07/2009 02:33:24,1.0,1627773244428,1627773244428
15,accepted,09/18/2009 12:50:02,1.0,1627773244474,1627773244474
16,accepted,09/21/2009 02:13:43,1.0,1627773244490,1627773244490
17,accepted,09/22/2009 02:22:05,1.0,1627773244506,1627773244506
18,accepted,09/22/2009 02:25:17,1.0,1627773244519,1627773244519
17,accepted,09/22/2009 02:25:17,1.0,1627773244519,1627773244519
19,accepted,09/23/2009 11:52:27,1.0,1627773244536,1627773244536
20,accepted,09/28/2009 11:26:19,1.0,1627773244548,1627773244548
21,accepted,09/28/2009 11:26:30,1.0,1627773244560,1627773244560
20,accepted,09/28/2009 11:26:30,1.0,1627773244560,1627773244565
22,accepted,10/14/2009 06:12:54,1.0,1627773244577,1627773244577
23,accepted,10/26/2009 03:47:10,1.0,1627773244593,1627773244593
24,accepted,10/27/2009 10:42:40,1.0,1627773244609,1627773244609
25,accepted,10/27/2009 10:42:49,1.0,1627773244623,1627773244623
24,accepted,10/27/2009 10:42:49,1.0,1627773244623,1627773244627
24,unmatched,10/27/2009 10:57:26,0.6666666666666666,1627773244639,1627773244651
25,unmatched,10/27/2009 10:57:26,0.3333333333333333,1627773244639,1627773244651
26,accepted,10/30/2009 02:49:04,1.0,1627773244669,1627773244669
27,accepted,10/30/2009 02:57:13,1.0,1627773244686,1627773244686
26,accepted,10/30/2009 02:57:13,1.0,1627773244686,1627773244686
28,accepted,11/04/2009 09:07:28,1.0,1627773244701,1627773244701
29,accepted,11/12/2009 02:41:27,1.0,1627773244731,1627773244731
30,accepted,11/24/2009 10:41:50,1.0,1627773244765,1627773244765
31,accepted,11/24/2009 10:44:43,1.0,1627773244781,1627773244781
30,accepted,11/24/2009 10:44:43,1.0,1627773244781,1627773244781
32,accepted,12/02/2009 03:24:31,1.0,1627773244823,1627773244823
33,accepted,12/02/2009 03:24:32,1.0,1627773244840,1627773244840
32,accepted,12/02/2009 03:24:32,1.0,1627773244840,1627773244840
34,accepted,12/02/2009 03:24:32,1.0,1627773244857,1627773244857
35,accepted,12/02/2009 03:24:33,1.0,1627773244874,1627773244874
32,accepted,12/02/2009 03:24:33,0.6666666666666666,1627773244874,1627773244874
33,accepted,12/02/2009 03:24:33,0.3333333333333333,1627773244874,1627773244874
32,accepted,12/02/2009 03:24:33,0.5,1627773244874,1627773244874
36,accepted,12/02/2009 03:24:34,1.0,1627773244890,1627773244891
32,accepted,12/02/2009 03:24:34,0.5,1627773244890,1627773244891
37,accepted,12/02/2009 03:24:34,1.0,1627773244903,1627773244903
38,accepted,12/02/2009 03:24:35,1.0,1627773244917,1627773244917
32,accepted,12/02/2009 03:24:35,0.5,1627773244917,1627773244917
32,accepted,12/02/2009 03:24:35,0.45454545454545453,1627773244917,1627773244917
39,accepted,12/02/2009 03:24:37,1.0,1627773244934,1627773244934
32,accepted,12/02/2009 03:24:37,0.5,1627773244934,1627773244934
40,accepted,12/14/2009 03:29:17,1.0,1627773244966,1627773244966
