EventID,CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,1,a,11/28/2016 21:30:00,1.0,1621278740547,1621278740551
2,1,d,11/28/2016 21:31:00,1.0,1621278740589,1621278740598
3,2,a,11/28/2016 21:31:00,1.0,1621278740637,1621278740637
4,3,a,11/28/2016 21:32:00,1.0,1621278740669,1621278740669
7,4,a,11/28/2016 21:32:00,1.0,1621278740780,1621278740780
8,5,a,11/28/2016 21:32:00,1.0,1621278740812,1621278740812
9,3,d,11/28/2016 21:33:00,0.3333333333333333,1621278740844,1621278740848
9,4,d,11/28/2016 21:33:00,0.3333333333333333,1621278740844,1621278740849
9,5,d,11/28/2016 21:33:00,0.3333333333333333,1621278740844,1621278740849
6,2,d,11/28/2016 21:32:00,1.0,1621278740844,1621278740849
5,1,b,11/28/2016 21:32:00,1.0,1621278740844,1621278740850
14,6,a,11/28/2016 21:33:00,1.0,1621278741034,1621278741035
12,3,d,11/28/2016 21:33:00,0.3333333333333333,1621278741080,1621278741092
12,4,d,11/28/2016 21:33:00,0.3333333333333333,1621278741080,1621278741092
12,5,d,11/28/2016 21:33:00,0.3333333333333333,1621278741080,1621278741092
13,3,d,11/28/2016 21:33:00,0.3333333333333333,1621278741080,1621278741092
13,4,d,11/28/2016 21:33:00,0.3333333333333333,1621278741080,1621278741092
15,3,b,11/28/2016 21:34:00,0.3333333333333333,1621278741080,1621278741093
15,4,b,11/28/2016 21:34:00,0.3333333333333333,1621278741080,1621278741093
15,5,b,11/28/2016 21:34:00,0.3333333333333333,1621278741080,1621278741093
11,2,b,11/28/2016 21:33:00,1.0,1621278741080,1621278741093
10,1,e,11/28/2016 21:33:00,1.0,1621278741080,1621278741095
16,6,d,11/28/2016 21:34:00,0.5,1621278741284,1621278741292
16,1,d,11/28/2016 21:34:00,0.5,1621278741284,1621278741292
19,6,d,11/28/2016 21:34:00,0.5,1621278741284,1621278741293
19,1,d,11/28/2016 21:34:00,0.5,1621278741284,1621278741293
17,3,b,11/28/2016 21:34:00,0.375,1621278741284,1621278741293
17,4,b,11/28/2016 21:34:00,0.375,1621278741284,1621278741293
17,5,b,11/28/2016 21:34:00,0.25,1621278741284,1621278741294
20,3,e,11/28/2016 21:35:00,0.3333333333333333,1621278741284,1621278741295
20,4,e,11/28/2016 21:35:00,0.3333333333333333,1621278741284,1621278741295
20,5,e,11/28/2016 21:35:00,0.3333333333333333,1621278741284,1621278741295
22,7,a,11/28/2016 21:35:00,1.0,1621278741394,1621278741394
24,8,a,11/28/2016 21:35:00,1.0,1621278741474,1621278741474
28,9,a,11/28/2016 21:36:00,1.0,1621278741645,1621278741646
21,6,b,11/28/2016 21:35:00,0.5,1621278741645,1621278741652
21,1,b,11/28/2016 21:35:00,0.5,1621278741645,1621278741652
27,6,b,11/28/2016 21:35:00,0.5,1621278741645,1621278741652
23,2,c,11/28/2016 21:35:00,1.0,1621278741645,1621278741653
25,3,e,11/28/2016 21:35:00,0.3333333333333333,1621278741645,1621278741653
25,4,e,11/28/2016 21:35:00,0.3333333333333333,1621278741645,1621278741653
25,5,e,11/28/2016 21:35:00,0.3333333333333333,1621278741645,1621278741654
29,10,a,11/28/2016 21:36:00,1.0,1621278741692,1621278741692
31,11,a,11/28/2016 21:36:00,1.0,1621278741755,1621278741755
39,9,d,11/28/2016 21:37:00,0.3333333333333333,1621278742069,1621278742077
39,10,d,11/28/2016 21:37:00,0.3333333333333333,1621278742069,1621278742077
39,11,d,11/28/2016 21:37:00,0.3333333333333333,1621278742069,1621278742077
30,3,d,11/28/2016 21:36:00,0.25,1621278742069,1621278742077
30,4,d,11/28/2016 21:36:00,0.25,1621278742069,1621278742077
32,6,e,11/28/2016 21:36:00,0.6666666666666666,1621278742069,1621278742077
32,1,e,11/28/2016 21:36:00,0.3333333333333333,1621278742069,1621278742077
38,6,e,11/28/2016 21:36:00,0.6666666666666666,1621278742069,1621278742077
38,1,e,11/28/2016 21:36:00,0.3333333333333333,1621278742069,1621278742077
34,2,g,11/28/2016 21:36:00,1.0,1621278742069,1621278742078
40,9,d,11/28/2016 21:37:00,0.14285714285714285,1621278742461,1621278742468
40,10,d,11/28/2016 21:37:00,0.14285714285714285,1621278742461,1621278742469
40,11,d,11/28/2016 21:37:00,0.14285714285714285,1621278742461,1621278742469
40,6,d,11/28/2016 21:37:00,0.2857142857142857,1621278742461,1621278742469
40,1,d,11/28/2016 21:37:00,0.2857142857142857,1621278742461,1621278742469
50,9,b,11/28/2016 21:38:00,0.3333333333333333,1621278742461,1621278742469
50,10,b,11/28/2016 21:38:00,0.3333333333333333,1621278742461,1621278742469
50,11,b,11/28/2016 21:38:00,0.3333333333333333,1621278742461,1621278742469
41,3,b,11/28/2016 21:37:00,0.5,1621278742461,1621278742469
41,4,b,11/28/2016 21:37:00,0.5,1621278742461,1621278742469
45,2,h,11/28/2016 21:37:00,1.0,1621278742461,1621278742470
59,12,a,11/28/2016 21:39:00,1.0,1621278742777,1621278742779
51,9,b,11/28/2016 21:38:00,0.25,1621278742777,1621278742784
51,10,b,11/28/2016 21:38:00,0.25,1621278742777,1621278742784
51,11,b,11/28/2016 21:38:00,0.25,1621278742777,1621278742784
52,3,e,11/28/2016 21:38:00,0.5,1621278742777,1621278742784
52,4,e,11/28/2016 21:38:00,0.5,1621278742777,1621278742784
55,3,e,11/28/2016 21:38:00,0.5,1621278742777,1621278742784
55,4,e,11/28/2016 21:38:00,0.5,1621278742777,1621278742784
56,3,e,11/28/2016 21:38:00,0.5,1621278742777,1621278742784
61,13,a,11/28/2016 21:39:00,1.0,1621278742857,1621278742857
64,14,a,11/28/2016 21:39:00,1.0,1621278742952,1621278742952
69,12,d,11/28/2016 21:40:00,0.3333333333333333,1621278743123,1621278743125
69,13,d,11/28/2016 21:40:00,0.3333333333333333,1621278743123,1621278743125
69,14,d,11/28/2016 21:40:00,0.3333333333333333,1621278743123,1621278743125
62,3,d,11/28/2016 21:39:00,0.6,1621278743123,1621278743125
62,4,d,11/28/2016 21:39:00,0.4,1621278743123,1621278743125
66,3,c,11/28/2016 21:39:00,0.5,1621278743123,1621278743125
66,4,c,11/28/2016 21:39:00,0.5,1621278743123,1621278743125
60,9,e,11/28/2016 21:39:00,0.3333333333333333,1621278743123,1621278743125
60,10,e,11/28/2016 21:39:00,0.3333333333333333,1621278743123,1621278743125
60,11,e,11/28/2016 21:39:00,0.3333333333333333,1621278743123,1621278743125
75,15,a,11/28/2016 21:40:00,1.0,1621278743327,1621278743328
71,12,d,11/28/2016 21:40:00,0.16666666666666666,1621278743582,1621278743590
71,13,d,11/28/2016 21:40:00,0.16666666666666666,1621278743582,1621278743590
71,14,d,11/28/2016 21:40:00,0.16666666666666666,1621278743582,1621278743590
71,9,d,11/28/2016 21:40:00,0.16666666666666666,1621278743582,1621278743590
71,10,d,11/28/2016 21:40:00,0.16666666666666666,1621278743582,1621278743590
83,12,b,11/28/2016 21:41:00,0.3333333333333333,1621278743582,1621278743590
83,13,b,11/28/2016 21:41:00,0.3333333333333333,1621278743582,1621278743590
83,14,b,11/28/2016 21:41:00,0.3333333333333333,1621278743582,1621278743590
