CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,a_create application,51/01/2016 11:51:00,1.0,1620436005693,1620436005696
1,a_concept,52/01/2016 11:52:00,1.0,1620436005765,1620436005782
2,a_create application,16/01/2016 12:16:00,1.0,1620436005828,1620436005828
3,a_create application,19/01/2016 01:19:00,1.0,1620436005938,1620436005938
2,a_concept,17/01/2016 12:17:00,1.0,1620436005938,1620436005941
3,a_concept,20/01/2016 01:20:00,1.0,1620436006015,1620436006017
4,a_create application,34/01/2016 02:34:00,1.0,1620436006061,1620436006061
5,a_create application,00/01/2016 03:00:00,1.0,1620436006139,1620436006139
5,a_concept,01/01/2016 03:01:00,1.0,1620436006201,1620436006202
6,a_create application,05/01/2016 03:05:00,1.0,1620436006247,1620436006247
5,a_concept,06/01/2016 03:06:00,0.6666666666666666,1620436006310,1620436006312
6,a_concept,06/01/2016 03:06:00,0.3333333333333333,1620436006310,1620436006312
7,a_create application,22/01/2016 03:22:00,1.0,1620436006356,1620436006356
7,a_concept,23/01/2016 03:23:00,1.0,1620436006434,1620436006435
8,a_create application,35/01/2016 03:35:00,1.0,1620436006481,1620436006481
8,a_concept,36/01/2016 03:36:00,1.0,1620436006558,1620436006559
9,a_create application,13/01/2016 04:13:00,1.0,1620436006590,1620436006590
9,a_concept,14/01/2016 04:14:00,1.0,1620436006654,1620436006654
10,a_create application,23/01/2016 04:23:00,1.0,1620436006685,1620436006685
10,a_concept,24/01/2016 04:24:00,1.0,1620436006748,1620436006749
11,a_create application,42/01/2016 04:42:00,1.0,1620436006780,1620436006780
11,a_concept,43/01/2016 04:43:00,1.0,1620436006843,1620436006844
12,a_create application,00/01/2016 06:00:00,1.0,1620436006874,1620436006874
12,a_concept,01/01/2016 06:01:00,1.0,1620436006951,1620436006952
13,a_create application,22/01/2016 06:22:00,1.0,1620436006983,1620436006983
13,a_concept,23/01/2016 06:23:00,1.0,1620436007060,1620436007060
14,a_create application,58/01/2016 06:58:00,1.0,1620436007107,1620436007107
14,a_concept,59/01/2016 06:59:00,1.0,1620436007183,1620436007184
15,a_create application,04/01/2016 07:04:00,1.0,1620436007215,1620436007216
14,a_concept,05/01/2016 07:05:00,0.5,1620436007292,1620436007293
15,a_concept,05/01/2016 07:05:00,0.5,1620436007292,1620436007293
16,a_create application,06/01/2016 07:06:00,1.0,1620436007339,1620436007339
15,a_concept,08/01/2016 07:08:00,0.5,1620436007416,1620436007417
14,a_concept,08/01/2016 07:08:00,0.25,1620436007416,1620436007417
17,a_create application,58/01/2016 07:58:00,1.0,1620436007463,1620436007463
18,a_create application,13/01/2016 09:13:00,1.0,1620436007541,1620436007541
19,a_create application,18/01/2016 09:18:00,1.0,1620436007634,1620436007634
