EventID,CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,1,confirmation of receipt,10/02/2010 09:20:00,1.0,1627733219567,1627733219567
2,1,t02 check confirmation of receipt,10/02/2010 09:21:00,1.0,1627733219614,1627733219614
3,1,t03 adjust confirmation of receipt,10/02/2010 09:31:00,1.0,1627733219645,1627733219645
5,1,t03 adjust confirmation of receipt,10/02/2010 09:32:00,1.0,1627733219709,1627733219709
4,1,t02 check confirmation of receipt,10/02/2010 09:31:00,1.0,1627733219709,1627733219709
6,2,confirmation of receipt,10/05/2010 08:32:00,1.0,1627733219741,1627733219741
8,2,t02 check confirmation of receipt,10/05/2010 09:31:00,1.0,1627733219803,1627733219803
9,2,t07-1 draft intern advice aspect 1,10/05/2010 09:32:00,1.0,1627733219834,1627733219834
12,2,t04 determine confirmation of receipt,10/05/2010 10:44:00,1.0,1627733219929,1627733219929
13,3,confirmation of receipt,10/05/2010 13:01:00,1.0,1627733219961,1627733219961
14,2,t06 determine necessity of stop advice,10/05/2010 13:07:00,1.0,1627733220003,1627733220003
15,2,t10 determine necessity to stop indication,10/05/2010 13:08:00,1.0,1627733220034,1627733220034
16,2,t02 check confirmation of receipt,10/05/2010 15:03:00,0.6666666666666666,1627733220065,1627733220065
16,3,t02 check confirmation of receipt,10/05/2010 15:03:00,0.3333333333333333,1627733220065,1627733220065
17,2,t05 print and send confirmation of receipt,10/05/2010 15:16:00,1.0,1627733220097,1627733220097
18,2,t03 adjust confirmation of receipt,10/05/2010 15:22:00,0.6666666666666666,1627733220128,1627733220128
18,3,t03 adjust confirmation of receipt,10/05/2010 15:22:00,0.3333333333333333,1627733220128,1627733220128
19,2,t02 check confirmation of receipt,10/05/2010 15:26:00,0.6,1627733220159,1627733220159
19,3,t02 check confirmation of receipt,10/05/2010 15:26:00,0.4,1627733220159,1627733220159
20,2,t04 determine confirmation of receipt,10/06/2010 09:12:00,0.5,1627733220190,1627733220190
20,3,t04 determine confirmation of receipt,10/06/2010 09:12:00,0.5,1627733220190,1627733220190
22,4,confirmation of receipt,10/18/2010 09:24:00,1.0,1627733220253,1627733220253
