EventID,CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,1,confirmation of receipt,10/02/2010 09:20:00,1.0,1627730145171,1627730145171
2,1,t02 check confirmation of receipt,10/02/2010 09:21:00,1.0,1627730145203,1627730145219
3,1,t03 adjust confirmation of receipt,10/02/2010 09:31:00,1.0,1627730145250,1627730145266
5,1,t03 adjust confirmation of receipt,10/02/2010 09:32:00,1.0,1627730145335,1627730145335
4,1,t02 check confirmation of receipt,10/02/2010 09:31:00,1.0,1627730145335,1627730145335
6,2,confirmation of receipt,10/05/2010 08:32:00,1.0,1627730145366,1627730145366
8,2,t02 check confirmation of receipt,10/05/2010 09:31:00,1.0,1627730145434,1627730145434
9,2,t07-1 draft intern advice aspect 1,10/05/2010 09:32:00,1.0,1627730145466,1627730145483
12,2,t04 determine confirmation of receipt,10/05/2010 10:44:00,1.0,1627730145582,1627730145597
13,3,confirmation of receipt,10/05/2010 13:01:00,1.0,1627730145635,1627730145635
14,2,t06 determine necessity of stop advice,10/05/2010 13:07:00,1.0,1627730145667,1627730145667
15,2,t10 determine necessity to stop indication,10/05/2010 13:08:00,1.0,1627730145698,1627730145698
16,2,t02 check confirmation of receipt,10/05/2010 15:03:00,0.6666666666666666,1627730145736,1627730145736
16,3,t02 check confirmation of receipt,10/05/2010 15:03:00,0.3333333333333333,1627730145736,1627730145736
17,2,t05 print and send confirmation of receipt,10/05/2010 15:16:00,1.0,1627730145767,1627730145767
18,2,t03 adjust confirmation of receipt,10/05/2010 15:22:00,0.6666666666666666,1627730145798,1627730145798
18,3,t03 adjust confirmation of receipt,10/05/2010 15:22:00,0.3333333333333333,1627730145798,1627730145798
19,2,t02 check confirmation of receipt,10/05/2010 15:26:00,0.6,1627730145836,1627730145836
19,3,t02 check confirmation of receipt,10/05/2010 15:26:00,0.4,1627730145836,1627730145836
20,2,t04 determine confirmation of receipt,10/06/2010 09:12:00,0.5,1627730145867,1627730145867
20,3,t04 determine confirmation of receipt,10/06/2010 09:12:00,0.5,1627730145867,1627730145867
22,4,confirmation of receipt,10/18/2010 09:24:00,1.0,1627730145936,1627730145936
24,4,t02 check confirmation of receipt,10/18/2010 11:25:00,1.0,1627730145999,1627730145999
25,4,t03 adjust confirmation of receipt,10/18/2010 12:27:00,1.0,1627730146036,1627730146036
27,5,confirmation of receipt,10/20/2010 12:56:00,1.0,1627730146102,1627730146102
28,5,t02 check confirmation of receipt,10/20/2010 12:57:00,1.0,1627730146137,1627730146137
29,5,t04 determine confirmation of receipt,10/20/2010 12:58:00,1.0,1627730146168,1627730146168
30,5,t05 print and send confirmation of receipt,10/20/2010 12:59:00,1.0,1627730146199,1627730146200
31,5,t06 determine necessity of stop advice,10/20/2010 13:02:00,1.0,1627730146237,1627730146237
32,5,t07-5 draft intern advice aspect 5,10/21/2010 08:14:00,1.0,1627730146268,1627730146268
33,5,t06 determine necessity of stop advice,10/21/2010 08:36:00,1.0,1627730146301,1627730146301
34,5,t10 determine necessity to stop indication,10/21/2010 08:37:00,1.0,1627730146337,1627730146337
35,5,t03 adjust confirmation of receipt,10/21/2010 09:23:00,1.0,1627730146368,1627730146368
36,5,t02 check confirmation of receipt,10/21/2010 11:40:00,1.0,1627730146400,1627730146401
37,5,t03 adjust confirmation of receipt,10/21/2010 11:47:00,1.0,1627730146444,1627730146444
38,5,t02 check confirmation of receipt,10/21/2010 11:50:00,1.0,1627730146475,1627730146475
39,6,confirmation of receipt,10/22/2010 09:57:00,1.0,1627730146522,1627730146522
40,5,t02 check confirmation of receipt,10/22/2010 09:57:00,0.5,1627730146586,1627730146586
40,6,t02 check confirmation of receipt,10/22/2010 09:57:00,0.5,1627730146586,1627730146586
41,5,t04 determine confirmation of receipt,10/22/2010 09:58:00,0.5,1627730146586,1627730146586
41,6,t04 determine confirmation of receipt,10/22/2010 09:58:00,0.5,1627730146586,1627730146586
42,5,t05 print and send confirmation of receipt,10/22/2010 09:58:00,0.5517241379310345,1627730146653,1627730146653
43,5,t06 determine necessity of stop advice,10/22/2010 09:59:00,0.5517241379310345,1627730146653,1627730146653
45,7,confirmation of receipt,10/22/2010 11:17:00,1.0,1627730146723,1627730146723
44,5,t10 determine necessity to stop indication,10/22/2010 09:59:00,1.0,1627730146723,1627730146723
46,5,t06 determine necessity of stop advice,10/22/2010 11:23:00,0.5666666666666667,1627730146754,1627730146754
47,5,t02 check confirmation of receipt,10/22/2010 11:23:00,0.3333333333333333,1627730146823,1627730146823
47,6,t02 check confirmation of receipt,10/22/2010 11:23:00,0.3333333333333333,1627730146823,1627730146823
47,7,t02 check confirmation of receipt,10/22/2010 11:23:00,0.3333333333333333,1627730146823,1627730146823
48,5,t04 determine confirmation of receipt,10/22/2010 11:24:00,0.3333333333333333,1627730146823,1627730146823
48,6,t04 determine confirmation of receipt,10/22/2010 11:24:00,0.3333333333333333,1627730146823,1627730146823
48,7,t04 determine confirmation of receipt,10/22/2010 11:24:00,0.3333333333333333,1627730146823,1627730146823
49,5,t10 determine necessity to stop indication,10/22/2010 11:30:00,1.0,1627730146854,1627730146854
50,5,t05 print and send confirmation of receipt,10/22/2010 11:34:00,0.42857142857142855,1627730146886,1627730146886
51,6,t04 determine confirmation of receipt,10/22/2010 13:21:00,0.5,1627730146924,1627730146924
51,7,t04 determine confirmation of receipt,10/22/2010 13:21:00,0.5,1627730146924,1627730146924
53,8,confirmation of receipt,10/25/2010 15:57:00,1.0,1627730146986,1627730146986
55,9,confirmation of receipt,10/26/2010 09:18:00,1.0,1627730147055,1627730147055
56,8,t07-5 draft intern advice aspect 5,10/26/2010 09:38:00,0.5,1627730147087,1627730147087
56,9,t07-5 draft intern advice aspect 5,10/26/2010 09:38:00,0.5,1627730147087,1627730147087
57,8,t07-1 draft intern advice aspect 1,10/26/2010 09:39:00,0.5,1627730147125,1627730147125
57,9,t07-1 draft intern advice aspect 1,10/26/2010 09:39:00,0.5,1627730147125,1627730147125
58,8,t08 draft and send request for advice,10/26/2010 09:41:00,0.5,1627730147156,1627730147156
58,9,t08 draft and send request for advice,10/26/2010 09:41:00,0.5,1627730147156,1627730147156
59,8,t09-1 process or receive external advice from party 1,10/26/2010 09:42:00,0.5,1627730147187,1627730147187
59,9,t09-1 process or receive external advice from party 1,10/26/2010 09:42:00,0.5,1627730147187,1627730147187
60,10,confirmation of receipt,10/26/2010 09:45:00,1.0,1627730147219,1627730147219
61,11,confirmation of receipt,10/26/2010 10:47:00,1.0,1627730147251,1627730147251
62,12,confirmation of receipt,10/26/2010 11:03:00,1.0,1627730147283,1627730147283
65,13,confirmation of receipt,10/26/2010 15:28:00,1.0,1627730147390,1627730147390
66,8,t02 check confirmation of receipt,10/26/2010 15:51:00,0.35714285714285715,1627730147427,1627730147427
66,9,t02 check confirmation of receipt,10/26/2010 15:51:00,0.35714285714285715,1627730147427,1627730147427
68,8,t02 check confirmation of receipt,10/26/2010 15:52:00,0.35714285714285715,1627730147489,1627730147489
68,9,t02 check confirmation of receipt,10/26/2010 15:52:00,0.35714285714285715,1627730147489,1627730147489
70,14,confirmation of receipt,10/27/2010 08:59:00,1.0,1627730147558,1627730147558
69,8,t02 check confirmation of receipt,10/26/2010 15:52:00,0.35714285714285715,1627730147558,1627730147558
69,9,t02 check confirmation of receipt,10/26/2010 15:52:00,0.35714285714285715,1627730147558,1627730147558
72,14,t07-3 draft intern advice hold for aspect 3,10/27/2010 09:20:00,1.0,1627730147627,1627730147627
73,15,confirmation of receipt,10/27/2010 09:27:00,1.0,1627730147660,1627730147660
84,16,confirmation of receipt,11/01/2010 11:37:00,1.0,1627730148029,1627730148029
85,17,confirmation of receipt,11/01/2010 12:22:00,1.0,1627730148060,1627730148060
88,16,t02 check confirmation of receipt,11/01/2010 12:45:00,0.5,1627730148163,1627730148163
88,17,t02 check confirmation of receipt,11/01/2010 12:45:00,0.5,1627730148163,1627730148163
89,18,confirmation of receipt,11/01/2010 13:16:00,1.0,1627730148195,1627730148195
92,16,t04 determine confirmation of receipt,11/01/2010 13:39:00,0.3333333333333333,1627730148294,1627730148294
92,17,t04 determine confirmation of receipt,11/01/2010 13:39:00,0.3333333333333333,1627730148294,1627730148294
92,18,t04 determine confirmation of receipt,11/01/2010 13:39:00,0.3333333333333333,1627730148294,1627730148294
93,16,t02 check confirmation of receipt,11/01/2010 13:40:00,0.3333333333333333,1627730148330,1627730148330
93,17,t02 check confirmation of receipt,11/01/2010 13:40:00,0.3333333333333333,1627730148330,1627730148330
93,18,t02 check confirmation of receipt,11/01/2010 13:40:00,0.3333333333333333,1627730148330,1627730148330
94,19,confirmation of receipt,11/01/2010 13:46:00,1.0,1627730148361,1627730148361
95,16,t06 determine necessity of stop advice,11/01/2010 13:46:00,0.3333333333333333,1627730148430,1627730148430
98,20,confirmation of receipt,11/01/2010 14:55:00,1.0,1627730148492,1627730148492
99,16,t06 determine necessity of stop advice,11/01/2010 14:56:00,0.3333333333333333,1627730148525,1627730148527
100,16,t10 determine necessity to stop indication,11/01/2010 14:59:00,1.0,1627730148566,1627730148566
105,21,confirmation of receipt,11/01/2010 16:05:00,1.0,1627730148739,1627730148739
107,16,t10 determine necessity to stop indication,11/01/2010 16:06:00,1.0,1627730148802,1627730148802
106,16,t06 determine necessity of stop advice,11/01/2010 16:05:00,0.3333333333333333,1627730148802,1627730148802
109,22,confirmation of receipt,11/02/2010 08:32:00,1.0,1627730148871,1627730148871
110,16,t06 determine necessity of stop advice,11/02/2010 08:33:00,0.3333333333333333,1627730148902,1627730148902
111,16,t10 determine necessity to stop indication,11/02/2010 08:33:00,1.0,1627730148971,1627730148971
112,16,t06 determine necessity of stop advice,11/02/2010 11:38:00,0.3333333333333333,1627730148971,1627730148971
115,23,confirmation of receipt,11/02/2010 13:42:00,1.0,1627730149071,1627730149071
117,16,t10 determine necessity to stop indication,11/02/2010 13:46:00,1.0,1627730149140,1627730149140
119,16,t10 determine necessity to stop indication,11/02/2010 15:38:00,1.0,1627730149241,1627730149241
121,24,confirmation of receipt,11/03/2010 08:29:00,1.0,1627730149272,1627730149272
123,16,t10 determine necessity to stop indication,11/03/2010 08:34:00,1.0,1627730149341,1627730149341
124,23,t02 check confirmation of receipt,11/03/2010 08:43:00,0.5,1627730149373,1627730149373
124,24,t02 check confirmation of receipt,11/03/2010 08:43:00,0.5,1627730149373,1627730149373
125,23,t03 adjust confirmation of receipt,11/03/2010 08:52:00,0.5,1627730149404,1627730149404
125,24,t03 adjust confirmation of receipt,11/03/2010 08:52:00,0.5,1627730149404,1627730149404
126,25,confirmation of receipt,11/03/2010 08:58:00,1.0,1627730149442,1627730149442
128,16,t10 determine necessity to stop indication,11/03/2010 09:00:00,1.0,1627730149504,1627730149504
129,26,confirmation of receipt,11/03/2010 09:28:00,1.0,1627730149542,1627730149542
131,16,t10 determine necessity to stop indication,11/03/2010 09:29:00,1.0,1627730149643,1627730149643
135,24,t08 draft and send request for advice,11/03/2010 11:06:00,0.4,1627730149743,1627730149743
136,24,t07-5 draft intern advice aspect 5,11/03/2010 11:06:00,0.42857142857142855,1627730149806,1627730149806
137,24,t09-4 process or receive external advice from party 4,11/03/2010 11:07:00,1.0,1627730149806,1627730149806
139,16,t10 determine necessity to stop indication,11/03/2010 11:08:00,1.0,1627730149875,1627730149875
140,27,confirmation of receipt,11/03/2010 11:57:00,1.0,1627730149906,1627730149906
141,24,t02 check confirmation of receipt,11/03/2010 11:59:00,0.5,1627730149944,1627730149944
142,24,t04 determine confirmation of receipt,11/03/2010 12:00:00,0.5,1627730149975,1627730149975
144,28,confirmation of receipt,11/04/2010 09:33:00,1.0,1627730150043,1627730150043
143,24,t05 print and send confirmation of receipt,11/03/2010 12:00:00,1.0,1627730150043,1627730150043
145,24,t06 determine necessity of stop advice,11/04/2010 09:33:00,1.0,1627730150106,1627730150106
147,27,t07-4 draft internal advice to hold for type 4,11/04/2010 10:07:00,0.5,1627730150137,1627730150137
147,28,t07-4 draft internal advice to hold for type 4,11/04/2010 10:07:00,0.5,1627730150137,1627730150137
148,24,t07-2 draft intern advice aspect 2,11/04/2010 10:12:00,0.42857142857142855,1627730150168,1627730150168
149,24,t02 check confirmation of receipt,11/04/2010 10:34:00,0.5,1627730150199,1627730150199
150,24,t04 determine confirmation of receipt,11/04/2010 10:37:00,0.5,1627730150246,1627730150246
151,24,t02 check confirmation of receipt,11/04/2010 11:01:00,0.5,1627730150277,1627730150277
152,27,t02 check confirmation of receipt,11/04/2010 11:16:00,0.4,1627730150309,1627730150309
152,28,t02 check confirmation of receipt,11/04/2010 11:16:00,0.4,1627730150309,1627730150309
153,27,t02 check confirmation of receipt,11/04/2010 11:20:00,0.4,1627730150345,1627730150345
153,28,t02 check confirmation of receipt,11/04/2010 11:20:00,0.4,1627730150345,1627730150345
154,27,t02 check confirmation of receipt,11/04/2010 11:25:00,0.4,1627730150376,1627730150377
154,28,t02 check confirmation of receipt,11/04/2010 11:25:00,0.4,1627730150376,1627730150377
155,27,t02 check confirmation of receipt,11/04/2010 11:26:00,0.4,1627730150409,1627730150409
155,28,t02 check confirmation of receipt,11/04/2010 11:26:00,0.4,1627730150409,1627730150409
156,27,t02 check confirmation of receipt,11/04/2010 11:29:00,0.4,1627730150445,1627730150445
156,28,t02 check confirmation of receipt,11/04/2010 11:29:00,0.4,1627730150445,1627730150445
157,27,t02 check confirmation of receipt,11/04/2010 11:33:00,0.4,1627730150476,1627730150476
157,28,t02 check confirmation of receipt,11/04/2010 11:33:00,0.4,1627730150476,1627730150476
158,29,confirmation of receipt,11/04/2010 11:42:00,1.0,1627730150507,1627730150507
159,24,t06 determine necessity of stop advice,11/04/2010 11:44:00,1.0,1627730150545,1627730150545
160,24,t10 determine necessity to stop indication,11/04/2010 11:45:00,1.0,1627730150577,1627730150577
161,28,t02 check confirmation of receipt,11/04/2010 12:23:00,0.4,1627730150608,1627730150608
162,28,t02 check confirmation of receipt,11/04/2010 12:24:00,0.4,1627730150645,1627730150645
163,28,t04 determine confirmation of receipt,11/04/2010 12:30:00,0.4,1627730150679,1627730150679
164,30,confirmation of receipt,11/04/2010 12:33:00,1.0,1627730150710,1627730150710
165,28,t04 determine confirmation of receipt,11/04/2010 12:34:00,0.3333333333333333,1627730150746,1627730150746
166,24,t06 determine necessity of stop advice,11/04/2010 12:36:00,0.34285714285714286,1627730150777,1627730150778
167,24,t10 determine necessity to stop indication,11/04/2010 12:36:00,1.0,1627730150862,1627730150862
168,28,t02 check confirmation of receipt,11/04/2010 12:39:00,0.3333333333333333,1627730150862,1627730150862
169,31,confirmation of receipt,11/04/2010 12:45:00,1.0,1627730150893,1627730150893
171,24,t10 determine necessity to stop indication,11/04/2010 12:46:00,1.0,1627730150962,1627730150962
170,24,t06 determine necessity of stop advice,11/04/2010 12:45:00,0.34265734265734266,1627730150962,1627730150962
172,32,confirmation of receipt,11/04/2010 12:46:00,1.0,1627730150994,1627730150994
173,24,t06 determine necessity of stop advice,11/04/2010 12:49:00,0.34265734265734266,1627730151035,1627730151035
176,24,t06 determine necessity of stop advice,11/04/2010 12:58:00,0.34265734265734266,1627730151133,1627730151134
177,24,t10 determine necessity to stop indication,11/04/2010 12:58:00,1.0,1627730151196,1627730151196
179,24,t05 print and send confirmation of receipt,11/04/2010 14:38:00,0.34265734265734266,1627730151232,1627730151232
180,24,t05 print and send confirmation of receipt,11/04/2010 14:41:00,0.34265734265734266,1627730151264,1627730151264
181,24,t05 print and send confirmation of receipt,11/04/2010 14:46:00,0.34265734265734266,1627730151295,1627730151295
182,24,t05 print and send confirmation of receipt,11/04/2010 14:52:00,0.34265734265734266,1627730151333,1627730151333
183,24,t06 determine necessity of stop advice,11/04/2010 14:56:00,0.36054421768707484,1627730151364,1627730151364
184,24,t10 determine necessity to stop indication,11/04/2010 14:56:00,1.0,1627730151433,1627730151433
187,33,confirmation of receipt,11/04/2010 15:30:00,1.0,1627730151496,1627730151496
188,24,t06 determine necessity of stop advice,11/04/2010 15:31:00,0.36054421768707484,1627730151533,1627730151533
189,24,t10 determine necessity to stop indication,11/04/2010 15:31:00,1.0,1627730151596,1627730151596
191,24,t06 determine necessity of stop advice,11/04/2010 15:59:00,0.36054421768707484,1627730151634,1627730151634
192,24,t10 determine necessity to stop indication,11/04/2010 16:01:00,1.0,1627730151665,1627730151665
193,24,t06 determine necessity of stop advice,11/04/2010 16:03:00,0.36054421768707484,1627730151698,1627730151698
194,24,t10 determine necessity to stop indication,11/04/2010 16:03:00,1.0,1627730151767,1627730151767
196,34,confirmation of receipt,11/04/2010 16:18:00,1.0,1627730151799,1627730151799
197,35,confirmation of receipt,11/04/2010 16:18:00,1.0,1627730151834,1627730151834
198,24,t06 determine necessity of stop advice,11/04/2010 16:21:00,0.36054421768707484,1627730151868,1627730151868
200,36,confirmation of receipt,11/04/2010 16:37:00,1.0,1627730151935,1627730151935
204,24,t05 print and send confirmation of receipt,11/04/2010 18:04:00,0.34265734265734266,1627730152072,1627730152072
206,37,confirmation of receipt,11/05/2010 09:58:00,1.0,1627730152135,1627730152135
207,38,confirmation of receipt,11/05/2010 10:26:00,1.0,1627730152166,1627730152166
213,39,confirmation of receipt,11/05/2010 12:42:00,1.0,1627730152366,1627730152366
214,40,confirmation of receipt,11/05/2010 15:30:00,1.0,1627730152412,1627730152412
215,24,t06 determine necessity of stop advice,11/05/2010 15:31:00,1.0,1627730152451,1627730152451
217,41,confirmation of receipt,11/05/2010 16:19:00,1.0,1627730152513,1627730152513
216,24,t10 determine necessity to stop indication,11/05/2010 15:31:00,1.0,1627730152513,1627730152513
218,42,confirmation of receipt,11/08/2010 10:18:00,1.0,1627730152551,1627730152551
221,43,confirmation of receipt,11/08/2010 10:42:00,1.0,1627730152652,1627730152652
224,44,confirmation of receipt,11/08/2010 10:58:00,1.0,1627730152752,1627730152752
227,45,confirmation of receipt,11/08/2010 11:25:00,1.0,1627730152852,1627730152852
230,46,confirmation of receipt,11/08/2010 11:47:00,1.0,1627730152952,1627730152952
233,47,confirmation of receipt,11/08/2010 13:44:00,1.0,1627730153052,1627730153053
236,47,t09-4 process or receive external advice from party 4,11/08/2010 13:47:00,1.0,1627730153168,1627730153168
239,48,confirmation of receipt,11/08/2010 14:51:00,1.0,1627730153268,1627730153268
243,49,confirmation of receipt,11/09/2010 08:57:00,1.0,1627730153400,1627730153400
249,50,confirmation of receipt,11/09/2010 09:46:00,1.0,1627730153636,1627730153636
255,51,confirmation of receipt,11/09/2010 10:38:00,1.0,1627730153880,1627730153880
259,47,t04 determine confirmation of receipt,11/09/2010 12:20:00,0.3333333333333333,1627730154042,1627730154042
260,47,t02 check confirmation of receipt,11/09/2010 12:30:00,0.3333333333333333,1627730154082,1627730154082
262,47,t02 check confirmation of receipt,11/09/2010 13:13:00,0.3333333333333333,1627730154164,1627730154164
265,49,t02 check confirmation of receipt,11/09/2010 15:13:00,0.3333333333333333,1627730154286,1627730154286
265,50,t02 check confirmation of receipt,11/09/2010 15:13:00,0.3333333333333333,1627730154286,1627730154286
265,51,t02 check confirmation of receipt,11/09/2010 15:13:00,0.3333333333333333,1627730154286,1627730154286
266,49,t04 determine confirmation of receipt,11/09/2010 15:14:00,0.3333333333333333,1627730154326,1627730154326
266,50,t04 determine confirmation of receipt,11/09/2010 15:14:00,0.3333333333333333,1627730154326,1627730154326
266,51,t04 determine confirmation of receipt,11/09/2010 15:14:00,0.3333333333333333,1627730154326,1627730154326
269,49,t07-1 draft intern advice aspect 1,11/09/2010 15:17:00,0.3333333333333333,1627730154448,1627730154448
269,50,t07-1 draft intern advice aspect 1,11/09/2010 15:17:00,0.3333333333333333,1627730154448,1627730154448
269,51,t07-1 draft intern advice aspect 1,11/09/2010 15:17:00,0.3333333333333333,1627730154448,1627730154448
270,49,t02 check confirmation of receipt,11/09/2010 15:23:00,0.3333333333333333,1627730154489,1627730154489
270,50,t02 check confirmation of receipt,11/09/2010 15:23:00,0.3333333333333333,1627730154489,1627730154489
270,51,t02 check confirmation of receipt,11/09/2010 15:23:00,0.3333333333333333,1627730154489,1627730154489
271,49,t02 check confirmation of receipt,11/09/2010 15:24:00,0.3333333333333333,1627730154529,1627730154529
271,50,t02 check confirmation of receipt,11/09/2010 15:24:00,0.3333333333333333,1627730154529,1627730154529
271,51,t02 check confirmation of receipt,11/09/2010 15:24:00,0.3333333333333333,1627730154529,1627730154529
273,49,t07-2 draft intern advice aspect 2,11/09/2010 15:33:00,0.3333333333333333,1627730154652,1627730154654
273,50,t07-2 draft intern advice aspect 2,11/09/2010 15:33:00,0.3333333333333333,1627730154652,1627730154654
273,51,t07-2 draft intern advice aspect 2,11/09/2010 15:33:00,0.3333333333333333,1627730154652,1627730154654
