EventID,CaseID,Activity,Timestamp,Probability,initTime,sysTime
1,1,confirmation of receipt,10/02/2010 09:20:00,1.0,1627731796779,1627731796795
2,1,t02 check confirmation of receipt,10/02/2010 09:21:00,1.0,1627731796826,1627731796826
3,1,t03 adjust confirmation of receipt,10/02/2010 09:31:00,1.0,1627731796857,1627731796857
5,1,t03 adjust confirmation of receipt,10/02/2010 09:32:00,1.0,1627731796920,1627731796920
4,1,t02 check confirmation of receipt,10/02/2010 09:31:00,1.0,1627731796920,1627731796920
6,2,confirmation of receipt,10/05/2010 08:32:00,1.0,1627731796951,1627731796951
8,2,t02 check confirmation of receipt,10/05/2010 09:31:00,1.0,1627731797018,1627731797018
9,2,t07-1 draft intern advice aspect 1,10/05/2010 09:32:00,1.0,1627731797049,1627731797054
12,2,t04 determine confirmation of receipt,10/05/2010 10:44:00,1.0,1627731797150,1627731797150
13,3,confirmation of receipt,10/05/2010 13:01:00,1.0,1627731797181,1627731797181
14,2,t06 determine necessity of stop advice,10/05/2010 13:07:00,1.0,1627731797212,1627731797212
15,2,t10 determine necessity to stop indication,10/05/2010 13:08:00,1.0,1627731797244,1627731797244
16,2,t02 check confirmation of receipt,10/05/2010 15:03:00,0.6666666666666666,1627731797275,1627731797275
16,3,t02 check confirmation of receipt,10/05/2010 15:03:00,0.3333333333333333,1627731797275,1627731797275
17,2,t05 print and send confirmation of receipt,10/05/2010 15:16:00,1.0,1627731797306,1627731797306
18,2,t03 adjust confirmation of receipt,10/05/2010 15:22:00,0.6666666666666666,1627731797337,1627731797337
18,3,t03 adjust confirmation of receipt,10/05/2010 15:22:00,0.3333333333333333,1627731797337,1627731797337
19,2,t02 check confirmation of receipt,10/05/2010 15:26:00,0.6,1627731797369,1627731797369
19,3,t02 check confirmation of receipt,10/05/2010 15:26:00,0.4,1627731797369,1627731797369
20,2,t04 determine confirmation of receipt,10/06/2010 09:12:00,0.5,1627731797400,1627731797400
20,3,t04 determine confirmation of receipt,10/06/2010 09:12:00,0.5,1627731797400,1627731797400
22,4,confirmation of receipt,10/18/2010 09:24:00,1.0,1627731797462,1627731797462
24,4,t02 check confirmation of receipt,10/18/2010 11:25:00,1.0,1627731797525,1627731797525
25,4,t03 adjust confirmation of receipt,10/18/2010 12:27:00,1.0,1627731797556,1627731797556
27,5,confirmation of receipt,10/20/2010 12:56:00,1.0,1627731797619,1627731797619
28,5,t02 check confirmation of receipt,10/20/2010 12:57:00,1.0,1627731797650,1627731797650
29,5,t04 determine confirmation of receipt,10/20/2010 12:58:00,1.0,1627731797681,1627731797681
30,5,t05 print and send confirmation of receipt,10/20/2010 12:59:00,1.0,1627731797712,1627731797712
31,5,t06 determine necessity of stop advice,10/20/2010 13:02:00,1.0,1627731797743,1627731797743
32,5,t07-5 draft intern advice aspect 5,10/21/2010 08:14:00,1.0,1627731797775,1627731797775
33,5,t06 determine necessity of stop advice,10/21/2010 08:36:00,1.0,1627731797806,1627731797806
34,5,t10 determine necessity to stop indication,10/21/2010 08:37:00,1.0,1627731797837,1627731797837
