CaseID,Activity,Timestamp,Probability
1,accepted,11/07/2006 11:00:36,1.0
2,accepted,11/07/2006 02:05:44,1.0
3,accepted,03/20/2007 10:06:25,1.0
4,accepted,05/10/2007 04:21:54,1.0
5,accepted,07/25/2007 02:21:05,1.0
6,accepted,05/07/2008 06:58:51,1.0
7,accepted,06/04/2008 12:02:18,1.0
8,accepted,10/06/2008 04:44:37,1.0
9,accepted,11/13/2008 10:43:32,1.0
10,accepted,11/13/2008 12:01:04,1.0
11,accepted,06/25/2009 09:47:52,1.0
12,accepted,08/11/2009 08:44:51,1.0
12,queued,08/11/2009 08:55:12,1.0
13,accepted,08/11/2009 12:01:25,1.0
14,accepted,09/07/2009 02:33:24,1.0
15,accepted,09/18/2009 12:50:02,1.0
16,accepted,09/21/2009 02:13:43,1.0
17,accepted,09/22/2009 02:22:05,1.0
18,accepted,09/22/2009 02:25:17,1.0
19,accepted,09/23/2009 11:52:27,1.0
20,accepted,09/28/2009 11:26:19,1.0
21,accepted,09/28/2009 11:26:30,1.0
22,accepted,10/14/2009 06:12:54,1.0
23,accepted,10/26/2009 03:47:10,1.0
24,accepted,10/27/2009 10:42:40,1.0
25,accepted,10/27/2009 10:42:49,1.0
24,unmatched,10/27/2009 10:57:26,0.5
25,unmatched,10/27/2009 10:57:26,0.5
26,accepted,10/30/2009 02:49:04,1.0
27,accepted,10/30/2009 02:57:13,1.0
28,accepted,11/04/2009 09:07:28,1.0
29,accepted,11/12/2009 02:41:27,1.0
30,accepted,11/24/2009 10:41:50,1.0
31,accepted,11/24/2009 10:44:43,1.0
32,accepted,12/02/2009 03:24:31,1.0
33,accepted,12/02/2009 03:24:32,1.0
34,accepted,12/02/2009 03:24:32,1.0
35,accepted,12/02/2009 03:24:33,1.0
36,accepted,12/02/2009 03:24:34,1.0
37,accepted,12/02/2009 03:24:34,1.0
38,accepted,12/02/2009 03:24:35,1.0
39,accepted,12/02/2009 03:24:37,1.0
40,accepted,12/14/2009 03:29:17,1.0
41,accepted,12/16/2009 01:59:24,1.0
42,accepted,12/16/2009 09:47:26,1.0
43,accepted,12/22/2009 10:09:31,1.0
43,unmatched,12/22/2009 10:25:22,1.0
44,accepted,12/22/2009 11:56:03,1.0
45,accepted,01/04/2010 10:00:17,1.0
46,accepted,01/05/2010 05:42:20,1.0
47,accepted,01/14/2010 11:34:54,1.0
48,accepted,01/14/2010 04:02:21,1.0
47,queued,01/15/2010 04:10:22,1.0
49,accepted,01/21/2010 05:42:26,1.0
50,accepted,01/25/2010 08:44:36,1.0
51,accepted,01/25/2010 10:19:08,1.0
52,accepted,01/27/2010 11:43:29,1.0
53,accepted,01/27/2010 02:58:09,1.0
54,accepted,02/02/2010 04:50:20,1.0
55,accepted,02/03/2010 10:34:32,1.0
55,queued,02/03/2010 10:45:18,1.0
56,accepted,02/03/2010 11:20:05,1.0
57,accepted,02/03/2010 11:40:51,1.0
58,accepted,02/03/2010 11:40:58,1.0
59,accepted,02/05/2010 11:00:12,1.0
60,accepted,02/08/2010 12:41:12,1.0
61,accepted,02/12/2010 03:01:08,1.0
62,accepted,02/15/2010 08:41:51,1.0
63,accepted,02/15/2010 08:48:52,1.0
64,accepted,02/15/2010 10:33:11,1.0
65,accepted,02/15/2010 10:34:41,1.0
66,accepted,02/15/2010 01:10:30,1.0
67,accepted,02/16/2010 12:03:41,1.0
68,accepted,02/16/2010 12:04:37,1.0
69,accepted,02/22/2010 09:33:08,1.0
70,accepted,02/23/2010 02:10:59,1.0
71,accepted,02/23/2010 02:13:19,1.0
72,accepted,02/26/2010 02:39:44,1.0
72,queued,02/26/2010 02:45:58,1.0
73,accepted,02/26/2010 07:04:51,1.0
74,accepted,02/26/2010 07:08:30,1.0
75,accepted,02/26/2010 07:09:05,1.0
76,accepted,02/26/2010 07:09:42,1.0
77,accepted,02/26/2010 07:11:57,1.0
78,accepted,02/26/2010 07:12:06,1.0
79,accepted,03/01/2010 07:54:12,1.0
79,queued,03/01/2010 08:04:33,1.0
80,accepted,03/01/2010 12:53:51,1.0
81,accepted,03/01/2010 01:00:54,1.0
82,accepted,03/02/2010 12:41:18,1.0
83,accepted,03/02/2010 02:44:26,1.0
84,accepted,03/02/2010 02:45:25,1.0
85,accepted,03/02/2010 02:45:37,1.0
86,accepted,03/02/2010 02:46:10,1.0
87,accepted,03/02/2010 02:46:18,1.0
88,accepted,03/02/2010 02:46:47,1.0
89,accepted,03/02/2010 02:46:58,1.0
90,accepted,03/02/2010 02:59:28,1.0
91,accepted,03/02/2010 03:07:11,1.0
92,accepted,03/02/2010 03:07:48,1.0
93,accepted,03/02/2010 03:11:18,1.0
94,accepted,03/03/2010 09:04:11,1.0
79,queued,03/02/2010 03:01:04,0.5
80,queued,03/02/2010 03:01:04,0.5
79,queued,03/02/2010 03:01:04,0.1
80,queued,03/02/2010 03:01:04,0.1
83,queued,03/02/2010 03:01:04,0.1
84,queued,03/02/2010 03:01:04,0.1
85,queued,03/02/2010 03:01:04,0.1
86,queued,03/02/2010 03:01:04,0.1
87,queued,03/02/2010 03:01:04,0.1
88,queued,03/02/2010 03:01:04,0.1
89,queued,03/02/2010 03:01:04,0.1
90,queued,03/02/2010 03:01:04,0.1
95,accepted,03/03/2010 04:51:55,1.0
96,accepted,03/03/2010 04:52:18,1.0
97,accepted,03/03/2010 04:54:09,1.0
98,accepted,03/03/2010 04:54:25,1.0
99,accepted,03/03/2010 08:25:03,1.0
100,accepted,03/08/2010 10:17:56,1.0
101,accepted,03/08/2010 10:19:32,1.0
102,accepted,03/09/2010 12:28:51,1.0
103,accepted,03/11/2010 11:02:02,1.0
104,accepted,03/11/2010 03:06:34,1.0
105,accepted,03/11/2010 03:10:10,1.0
106,accepted,03/11/2010 03:12:35,1.0
107,accepted,03/11/2010 03:13:02,1.0
108,accepted,03/12/2010 04:55:50,1.0
104,queued,03/11/2010 03:12:46,0.5
105,queued,03/11/2010 03:12:46,0.5
104,queued,03/11/2010 03:12:46,0.3333333333333333
105,queued,03/11/2010 03:12:46,0.3333333333333333
106,queued,03/11/2010 03:12:46,0.3333333333333333
104,unmatched,03/11/2010 04:44:02,0.25
105,unmatched,03/11/2010 04:44:02,0.25
106,unmatched,03/11/2010 04:44:02,0.25
107,unmatched,03/11/2010 04:44:02,0.25
109,accepted,03/14/2010 02:40:26,1.0
109,unmatched,03/14/2010 02:40:36,1.0
110,accepted,03/15/2010 03:40:16,1.0
111,accepted,03/16/2010 09:44:27,1.0
112,accepted,03/17/2010 05:36:20,1.0
113,accepted,03/18/2010 12:44:05,1.0
114,accepted,03/26/2010 09:24:05,1.0
115,accepted,03/26/2010 03:03:21,1.0
116,accepted,03/26/2010 03:05:35,1.0
117,accepted,03/29/2010 11:38:31,1.0
115,queued,03/26/2010 03:05:48,0.5
116,queued,03/26/2010 03:05:48,0.5
117,queued,03/29/2010 11:41:32,1.0
118,accepted,03/29/2010 01:30:54,1.0
119,accepted,03/29/2010 01:30:58,1.0
120,accepted,03/30/2010 06:13:33,1.0
121,accepted,03/31/2010 11:41:00,1.0
121,queued,03/31/2010 11:43:06,1.0
122,accepted,03/31/2010 11:43:07,1.0
123,accepted,03/31/2010 11:46:20,1.0
124,accepted,04/01/2010 09:13:49,1.0
125,accepted,04/01/2010 02:48:30,1.0
126,accepted,04/01/2010 02:49:59,1.0
127,accepted,04/01/2010 07:20:02,1.0
128,accepted,04/01/2010 07:20:07,1.0
129,accepted,04/06/2010 09:16:15,1.0
121,queued,04/01/2010 02:50:40,0.2
122,queued,04/01/2010 02:50:40,0.2
123,queued,04/01/2010 02:50:40,0.2
125,queued,04/01/2010 02:50:40,0.2
126,queued,04/01/2010 02:50:40,0.2
130,accepted,04/06/2010 10:12:22,1.0
131,accepted,04/06/2010 03:35:51,1.0
132,accepted,04/08/2010 12:07:36,1.0
132,queued,04/08/2010 12:09:05,1.0
132,queued,04/08/2010 12:09:22,1.0
132,queued,04/08/2010 12:11:51,1.0
133,accepted,04/08/2010 07:33:49,1.0
134,accepted,04/08/2010 07:33:54,1.0
135,accepted,04/12/2010 10:05:58,1.0
136,accepted,04/12/2010 10:10:24,1.0
137,accepted,04/12/2010 07:14:40,1.0
138,accepted,04/12/2010 09:37:25,1.0
139,accepted,04/13/2010 09:38:30,1.0
137,queued,04/12/2010 09:47:56,0.5
138,queued,04/12/2010 09:47:56,0.5
135,queued,04/13/2010 09:44:30,0.3333333333333333
136,queued,04/13/2010 09:44:30,0.3333333333333333
139,queued,04/13/2010 09:44:30,0.3333333333333333
140,accepted,04/13/2010 02:37:07,1.0
141,accepted,04/13/2010 02:50:15,1.0
142,accepted,04/13/2010 02:56:39,1.0
143,accepted,04/13/2010 02:56:44,1.0
144,accepted,04/13/2010 02:59:01,1.0
145,accepted,04/13/2010 02:59:07,1.0
146,accepted,04/14/2010 11:27:54,1.0
146,queued,04/14/2010 11:47:49,1.0
147,accepted,04/14/2010 11:47:50,1.0
146,queued,04/14/2010 11:54:25,0.5
147,queued,04/14/2010 11:54:25,0.5
148,accepted,04/14/2010 03:53:38,1.0
